data_coleta,id,nome,preco_original,preco_atual,preco_pix,desconto_pct,avaliacao,num_avaliacoes,disponivel,fabricante,categoria,garantia,frete_gratis,url
2026-04-16,922165,"Memória RAM Husky Impulse, 8GB, 3200MHz, DDR4, CL22, Preto - HRM001083222PT",858.81,858.81,729.99,15,5,198,True,Husky,Hardware/Memória RAM/DDR 4/3200MHz,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/922165/memoria-ram-husky-impulse-8gb-3200mhz-ddr4-cl22-preto-hrm001083222pt
2026-04-16,172365,"Memória RAM Kingston Fury Beast, 8GB, 3200MHz, DDR4, CL16, Preto - KF432C16BB/8",823.52,823.52,699.99,15,5,1488,True,Kingston,Hardware/Memória RAM/DDR 4,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/172365/memoria-ram-kingston-fury-beast-8gb-3200mhz-ddr4-cl16-preto-kf432c16bb-8
2026-04-16,172366,"Memória RAM Kingston Fury Beast, 16GB, 3200MHz, DDR4, CL16, Preto - KF432C16BB1/16",1058.81,1058.81,899.99,15,5,1045,True,Kingston,Hardware/Memória RAM/DDR 4,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/172366/memoria-ram-kingston-fury-beast-16gb-3200mhz-ddr4-cl16-preto-kf432c16bb1-16
2026-04-16,922166,"Memória RAM Husky Impulse, 16GB, 3200MHz, DDR4, CL22, Preto - HRM001163222PT",1176.46,1176.46,999.99,15,5,60,True,Husky,Hardware/Memória RAM/DDR 4/3200MHz,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/922166/memoria-ram-husky-impulse-16gb-3200mhz-ddr4-cl22-preto-hrm001163222pt
2026-04-16,911804,"Memória para Notebook Rise Mode Value, 8GB, 3200MHz, DDR4, CL22, Preto - RM-D4-8G-3200VN",0.0,388.88,349.99,10,5,9,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/911804/memoria-para-notebook-rise-mode-value-8gb-3200mhz-ddr4-cl22-preto-rm-d4-8g-3200vn
2026-04-16,383892,"Memória RAM Rise Mode Z, 8GB, 3200MHz, DDR4, CL19, Preto - RM-D4-8G-3200Z",0.0,529.4,449.99,15,5,587,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,6 meses de garantia (3 meses de garantia legal + 3 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/383892/memoria-ram-rise-mode-z-8gb-3200mhz-ddr4-cl19-preto-rm-d4-8g-3200z
2026-04-16,480402,"Memoria RAM Para Notebook Rise Mode Value, 16GB, 3200MHZ, DDR4, CL22 - RM-D4-16G-3200VN",1058.81,1058.81,899.99,15,5,121,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/480402/memoria-ram-para-notebook-rise-mode-value-16gb-3200mhz-ddr4-cl22-rm-d4-16g-3200vn
2026-04-16,102452,"Memória RAM para Notebook Rise Mode, 8GB, 2400MHz, DDR4, CL17 - RM-D4-8G-2400VN",375.9,375.9,375.9,0,5,187,True,Rise Mode,Hardware/Memória RAM/DDR 4/2400MHz,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/102452/memoria-ram-para-notebook-rise-mode-8gb-2400mhz-ddr4-cl17-rm-d4-8g-2400vn
2026-04-16,99429,"Memória RAM Rise Mode, 8GB, 1600MHz, DDR3, CL11 - RM-D3-8G1600V",163.52,163.52,138.99,15,5,424,True,Rise Mode,Hardware/Memória RAM/DDR 3/1600 Mhz PC12800,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/99429/memoria-ram-rise-mode-8gb-1600mhz-ddr3-cl11-rm-d3-8g1600v
2026-04-16,466803,"Memória RAM para Notebook Rise Mode Value Series, 8GB, 1600MHz, DDR3, CL11 - RM-D3-8G1600NL",0.0,199.88,169.9,15,5,196,True,Rise Mode,Hardware/Memória RAM/DDR 3/1600 Mhz PC12800,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/466803/memoria-ram-para-notebook-rise-mode-value-series-8gb-1600mhz-ddr3-cl11-rm-d3-8g1600nl
2026-04-16,526516,"Memória RAM XPG Lancer, RGB, 32GB (2x16GB), 6000MHz, DDR5, CL30, Preto - AX5U6000C3016G-DCLARBK",0.0,4235.28,3599.99,15,5,240,True,XPG,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/526516/memoria-ram-xpg-lancer-rgb-32gb-2x16gb-6000mhz-ddr5-cl30-preto-ax5u6000c3016g-dclarbk
2026-04-16,477150,"Memória RAM XPG Spectrix D35G, RGB, 16GB, 3200MHz, DDR4, CL16, Branco - AX4U320016G16A-SWHD35G",0.0,1044.69,887.99,15,5,170,True,XPG,Hardware/Memória RAM/DDR 4,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/477150/memoria-ram-xpg-spectrix-d35g-rgb-16gb-3200mhz-ddr4-cl16-branco-ax4u320016g16a-swhd35g
2026-04-16,193299,"Memória RAM Para Notebook Kingston Fury Impact, 8GB, 3200MHz, DDR4, CL20 - KF432S20IB/8",567.05,567.05,481.99,15,5,551,True,Kingston,Hardware/Memória RAM/DDR 4,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/193299/memoria-ram-para-notebook-kingston-fury-impact-8gb-3200mhz-ddr4-cl20-kf432s20ib-8
2026-04-16,677473,"Memória RAM XPG Lancer Blade, 16GB, RGB, DDR5, 6000MHz, Single Tray, CL48, Preto  - AX5U6000C4816G-SLABRBK",2717.64,2717.64,2309.99,15,5,9,True,XPG,Hardware/Memória RAM/DDR 5,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/677473/memoria-ram-xpg-lancer-blade-16gb-rgb-ddr5-6000mhz-single-tray-cl48-preto-ax5u6000c4816g-slabrbk
2026-04-16,383894,"Memória RAM Rise Mode Z, 16GB, 3200MHz, DDR4, CL19, Preto - RM-D4-16G-3200Z",0.0,939.99,798.99,15,5,247,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,6 meses de garantia (3 meses de garantia legal + 3 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/383894/memoria-ram-rise-mode-z-16gb-3200mhz-ddr4-cl19-preto-rm-d4-16g-3200z
2026-04-16,264719,"Memória RAM Kingston Fury Beast, 32GB (2x16GB), 5200MHz, DDR5, CL40, para Intel XMP, Preto - KF552C40BBK2-32",0.0,3154.11,2680.99,15,5,15,True,Kingston,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/264719/memoria-ram-kingston-fury-beast-32gb-2x16gb-5200mhz-ddr5-cl40-para-intel-xmp-preto-kf552c40bbk2-32
2026-04-16,474939,"Memória RAM XPG Gammix D35, 8GB, 3200MHz, DDR4, CL16, Preto - AX4U32008G16A-SBKD35",647.05,647.05,549.99,15,5,350,True,XPG,Hardware/Memória RAM/DDR 4,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/474939/memoria-ram-xpg-gammix-d35-8gb-3200mhz-ddr4-cl16-preto-ax4u32008g16a-sbkd35
2026-04-16,643764,"Memória RAM para Notebook Husky, 8GB, 2666MHz, DDR4, CL19 - HRMN001082619PT",588.22,588.22,499.99,15,5,23,True,Husky,Hardware/Memória RAM/DDR 4/2666MHz,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/643764/memoria-ram-para-notebook-husky-8gb-2666mhz-ddr4-cl19-hrmn001082619pt
2026-04-16,193303,"Memória RAM para Notebook Kingston Fury Impact, 16GB, 3200MHz, DDR4, CL20 - KF432S20IB/16",1082.24,1082.24,919.9,15,5,460,True,Kingston,Hardware/Memória RAM/DDR 4,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/193303/memoria-ram-para-notebook-kingston-fury-impact-16gb-3200mhz-ddr4-cl20-kf432s20ib-16
2026-04-16,677475,"Memória RAM XPG Lancer Blade, 16GB, RGB, DDR5, 6000MHz, Single Tray, CL48, Branco - AX5U6000C4816G-SLABRWH",2117.64,2117.64,1799.99,15,5,19,True,XPG,Hardware/Memória RAM/DDR 5,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/677475/memoria-ram-xpg-lancer-blade-16gb-rgb-ddr5-6000mhz-single-tray-cl48-branco-ax5u6000c4816g-slabrwh
2026-04-16,708331,"Memória RAM Kingston Fury Beast, 32GB, 5600MT/s, DDR5, CL36, DIMM, Preto, EXPO - KF556C36BBE-32",0.0,3528.22,2998.99,15,5,3,True,Kingston,Hardware/Memória RAM/DDR 5/5600MHz,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/708331/memoria-ram-kingston-fury-beast-32gb-5600mt-s-ddr5-cl36-dimm-preto-expo-kf556c36bbe-32
2026-04-16,506073,"Memoria RAM para Notebook  Kingston 16GB, 2666MHz, DDR4 - KVR26S19S8/16",0.0,810.99,754.22,7,5,2,True,Kingston,Hardware/Memória RAM/DDR 4/2666MHz,Sem Garantia,False,https://www.kabum.com.br/produto/506073/memoria-ram-para-notebook-kingston-16gb-2666mhz-ddr4-kvr26s19s8-16
2026-04-16,893031,"Memória RAM Husky Impulse 16GB, 6000MHz, DDR5, CL48, Preto - HRM166049PT",2058.81,2058.81,1749.99,15,4,2,True,Husky,Hardware/Memória RAM/DDR 5/6000MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/893031/memoria-ram-husky-impulse-16gb-6000mhz-ddr5-cl48-preto-hrm166049pt
2026-04-16,466802,"Memória RAM para Notebook Rise Mode Value Series, 4GB, 1600MHz, DDR3, CL11 - RM-D3-4G1600NL",129.4,129.4,109.99,15,5,40,True,Rise Mode,Hardware/Memória RAM/DDR 3/1600 Mhz PC12800,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/466802/memoria-ram-para-notebook-rise-mode-value-series-4gb-1600mhz-ddr3-cl11-rm-d3-4g1600nl
2026-04-16,427595,"Memória RAM para Notebook Kingston Fury Impact, 16GB, 5600MHz, DDR5, CL40, Preto - KF556S40IB-16",0.0,1722.34,1463.99,15,5,28,True,Kingston,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/427595/memoria-ram-para-notebook-kingston-fury-impact-16gb-5600mhz-ddr5-cl40-preto-kf556s40ib-16
2026-04-16,466683,"Memória RAM Gamer Rise Mode Venon, ARGB, 8GB, 3200Mhz, DDR4, CL19, Preto - RM-D4-8G-3200-RGB",0.0,870.58,739.99,15,5,41,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/466683/memoria-ram-gamer-rise-mode-venon-argb-8gb-3200mhz-ddr4-cl19-preto-rm-d4-8g-3200-rgb
2026-04-16,988586,"Memória RAM Corsair Vengeance, 16GB (2x8GB), 5200MHz, DDR5, CL40, Intel XMP, AMD EXPO, Cinza - CMK16GX5M2B5200Z40",3333.32,3333.32,2999.99,10,0,0,True,Corsair,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/988586/memoria-ram-corsair-vengeance-16gb-2x8gb-5200mhz-ddr5-cl40-intel-xmp-amd-expo-cinza-cmk16gx5m2b5200z40
2026-04-16,175139,Memória Notebook Rise Mode Value Series 8GB DDR3L 1600MHz - RM-D3-8G1600NL,0.0,799.0,799.0,0,0,0,True,Rise Mode,Hardware/Memória RAM/DDR 3,Sem Garantia,False,https://www.kabum.com.br/produto/175139/memoria-rise-mode-8gb-1600mhz-ddr3-para-notebook-rm-d3-8g1600nl
2026-04-16,538750,"Memória RAM Rise Mode 16GB, 5200Mhz, DDR5, CL42, Zeus Series Preto - RM-D5-16G-5200ZE-B",0.0,2117.64,1799.99,15,5,5,True,Rise Mode,Hardware/Memória RAM/DDR 5,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/538750/memoria-ram-rise-mode-16gb-5200mhz-ddr5-cl42-zeus-series-preto-rm-d5-16g-5200ze-b
2026-04-16,156594,"Memória XPG Spectrix D41, 8GB, 3200MHz, DDR4, RGB, CL 16, Cinza - AX4U32008G16A-ST41",0.0,923.52,784.99,15,5,11,True,XPG,Hardware/Memória RAM/DDR 4/3200MHz,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/156594/memoria-xpg-spectrix-d41-8gb-3200mhz-ddr4-rgb-cl-16-cinza-ax4u32008g16a-st41
2026-04-16,466800,"Memória RAM Gamer Rise Mode Value, 8GB, 1600MHz, DDR3L, CL11, Preto - RM-D3-8G1600VL",0.0,223.41,189.9,15,5,88,True,Rise Mode,Hardware/Memória RAM/DDR 3/1600 Mhz PC12800,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/466800/memoria-ram-gamer-rise-mode-value-8gb-1600mhz-ddr3l-cl11-preto-rm-d3-8g1600vl
2026-04-16,677474,"Memória RAM XPG Lancer Blade, 16GB(2x8GB), RGB, DDR5, 6000MHz, Dual Tray, CL48, Preto - AX5U6000C4816G-DTLABRBK",0.0,4352.93,3699.99,15,0,0,True,XPG,Hardware/Memória RAM/DDR 5,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/677474/memoria-ram-xpg-lancer-blade-16gb-2x8gb-rgb-ddr5-6000mhz-dual-tray-cl48-preto-ax5u6000c4816g-dtlabrbk
2026-04-16,448302,"Memória RAM Kingston Fury Beast, RGB, 32GB (2x16GB), 5600MHz, DDR5, CL36, Branco - KF556C36BWEAK2-32",0.0,4092.93,3478.99,15,5,25,True,Kingston,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/448302/memoria-ram-kingston-fury-beast-rgb-32gb-2x16gb-5600mhz-ddr5-cl36-branco-kf556c36bweak2-32
2026-04-16,233588,"Memória Kingston UDIMM, 8GB, 1600MHz, DDR3, Para Desktop KVR16N11/8",0.0,167.99,159.59,5,5,43,True,Kingston,Hardware/Memória RAM/DDR 3/1600 Mhz PC12800,Sem Garantia,False,https://www.kabum.com.br/produto/233588/memoria-kingston-udimm-8gb-1600mhz-ddr3-para-desktop-kvr16n11-8
2026-04-16,532646,"Memoria Kingston, 8GB, DDR3, 1333mhz - Kvr1333d3n9/8g.",0.0,167.99,159.59,5,0,0,True,Kingston,Hardware/Memória RAM,Sem Garantia,False,https://www.kabum.com.br/produto/532646/memoria-kingston-8gb-ddr3-1333mhz-kvr1333d3n9-8g-
2026-04-16,536979,"Memoria RAM Para Notebook Rise Mode 16GB, 5200MHZ DDR5, Zeus Series, CL42 - RM-D5-16G-5200ZEN",0.0,1405.87,1194.99,15,5,5,True,Rise Mode,Hardware/Memória RAM/DDR 5,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/536979/memoria-ram-para-notebook-rise-mode-16gb-5200mhz-ddr5-zeus-series-cl42-rm-d5-16g-5200zen
2026-04-16,532904,"Memoria Kingston, 16GB, 2400MHz, DDR4, P/ Notebook - Kvr24s17d8/16",0.0,810.99,754.22,7,0,0,True,Kingston,Hardware/Memória RAM/DDR 4/2400MHz,Sem Garantia,False,https://www.kabum.com.br/produto/532904/memoria-kingston-16gb-2400mhz-ddr4-p-notebook-kvr24s17d8-16
2026-04-16,382752,"Memória RAM Corsair Vengeance RGB PRO SL, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMH16GX4M2E3200C16",1882.34,1882.34,1599.99,15,5,17,True,Corsair,Hardware/Memória RAM/DDR 4/3200MHz,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/382752/memoria-ram-corsair-vengeance-rgb-pro-sl-16gb-2x8gb-3200mhz-ddr4-cl16-preto-cmh16gx4m2e3200c16
2026-04-16,383893,"Memória RAM Rise Mode Z, 8GB, 3200MHz, DDR4, CL19, Branco - RM-D4-8G-3200ZW",0.0,629.4,534.99,15,5,255,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,6 meses de garantia (3 meses de garantia legal + 3 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/383893/memoria-ram-rise-mode-z-8gb-3200mhz-ddr4-cl19-branco-rm-d4-8g-3200zw
2026-04-16,163762,"Memória RAM Kingston, 8GB, 2400MHz, DDR4, CL17 - KVR24N17S8/8",0.0,489.0,464.55,5,5,9,True,Kingston,Hardware/Memória RAM/DDR 4,Sem Garantia,False,https://www.kabum.com.br/produto/163762/memoria-ram-kingston-8gb-2400mhz-ddr4-cl17-kvr24n17s8-8
2026-04-16,581703,"Memória Crucial Basics, 8GB, 3200MHz, DDR4, Udimm - Cb8gu3200",0.0,600.0,492.0,18,0,0,True,Crucial,Hardware/Memória RAM/DDR 4/3200MHz,Sem Garantia,True,https://www.kabum.com.br/produto/581703/memoria-crucial-basics-8gb-3200mhz-ddr4-udimm-cb8gu3200
2026-04-16,349654,"Memória Kingston Fury Beast, 16GB, 5600MHz, DDR5, CL40, Preto - KF556C40BB-16",0.0,2035.74,1852.52,9,5,1,True,Kingston,Hardware/Memória RAM/DDR 5,Sem Garantia,True,https://www.kabum.com.br/produto/349654/memoria-kingston-fury-beast-16gb-5600mhz-ddr5-cl40-preto-kf556c40bb-16
2026-04-16,298647,"Memória Win Memory, 4GB, 2666MHz, DDR4, Para Notebook - WHS64S4AZ.",0.0,146.9,141.02,4,5,1,True,Win Memory,Hardware/Memória RAM/DDR 4,Sem Garantia,False,https://www.kabum.com.br/produto/298647/memoria-win-memory-4gb-2666mhz-ddr4-para-notebook-whs64s4az
2026-04-16,502912,Memoria   8gb Kingston Ddr4 2666mhz - Kvr26n19s8/8.,0.0,489.0,464.55,5,5,1,True,Kingston,Hardware/Memória RAM/DDR 3/1333 Mhz PC10666,Sem Garantia,False,https://www.kabum.com.br/produto/502912/memoria-8gb-kingston-ddr4-2666mhz-kvr26n19s8-8-
2026-04-16,513723,"Memória RAM Gamer Rise Mode Aura, RGB, 32GB (2x16GB), 3200MHz, DDR4, CL19, Branco - RM-D4AW-32G-3200ARGB",2246.94,2246.94,1909.9,15,4,48,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/513723/memoria-ram-gamer-rise-mode-aura-rgb-32gb-2x16gb-3200mhz-ddr4-cl19-branco-rm-d4aw-32g-3200argb
2026-04-16,528846,"Memória Para Notebook Adata XPG, 16GB, 5600MHz, DDR5, CL46 - AD5S560016G-S",2117.64,2117.64,1799.99,15,5,50,True,Adata,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/528846/memoria-para-notebook-adata-xpg-16gb-5600mhz-ddr5-cl46-ad5s560016g-s
2026-04-16,312878,"Memória Kingston Fury Beast, 16GB, 5200MHz, DDR5, CL40, Preto - KF552C40BB-16",0.0,2353.43,2353.43,0,0,0,True,Kingston,Hardware/Memória RAM/DDR 5,Sem Garantia,False,https://www.kabum.com.br/produto/312878/memoria-kingston-fury-beast-16gb-5200mhz-ddr5-cl40-preto-kf552c40bb-16
2026-04-16,921890,Memoria  4gb Ddr4 2400 Cl 22 1.2v Desktop Udimm Sgm4gl2400cl22d Sgmax,0.0,200.8,186.74,7,0,0,True,Outros,Hardware/Memória RAM/DDR 4/2400MHz,Sem Garantia,False,https://www.kabum.com.br/produto/921890/memoria-4gb-ddr4-2400-cl-22-1-2v-desktop-udimm-sgm4gl2400cl22d-sgmax
2026-04-16,564690,Memoria   8GB P/ Notebook Kingston Ddr4 3200mhz Kvr32s22s8/8,0.0,489.0,464.55,5,5,1,True,Kingston,Hardware/Memória RAM/DDR 4/3200MHz,Sem Garantia,False,https://www.kabum.com.br/produto/564690/memoria-8gb-p-notebook-kingston-ddr4-3200mhz-kvr32s22s8-8
2026-04-16,472099,"Memória Keepdata, 8GB, 2400MHz, DDR4, Para Desktop - Kd24n17/8g",0.0,784.0,784.0,0,0,0,True,KEEPDATA,Hardware/Memória RAM/DDR 4,Sem Garantia,False,https://www.kabum.com.br/produto/472099/memoria-keepdata-8gb-2400mhz-ddr4-para-desktop-kd24n17-8g
2026-04-16,503019,"Memória RAM Kingston Fury Renegade RGB, 96GB (2x48GB), 6000MHz, DDR5, CL32, XMP, Prata  - KF560C32RSAK2-96",12941.16,12941.16,10999.99,15,5,1,True,Kingston,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/503019/memoria-ram-kingston-fury-renegade-rgb-96gb-2x48gb-6000mhz-ddr5-cl32-xmp-prata-kf560c32rsak2-96
2026-04-16,724690,"Memória Gamer Rise Mode 16GB, DDR4, 3200MHz, CL16, Viper White - RM-D4-16G-3200VP-W",1285.87,1285.87,1092.99,15,5,3,True,Rise Mode,Hardware/Memória RAM/DDR 4,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/724690/memoria-gamer-rise-mode-16gb-ddr4-3200mhz-cl16-viper-white-rm-d4-16g-3200vp-w
2026-04-16,644889,Memoria   8GB Kingston Ddr4 3200mhz Kvr32n22s8/8,0.0,500.79,465.73,7,5,1,True,Kingston,Hardware/Memória RAM/DDR 4/3200MHz,Sem Garantia,False,https://www.kabum.com.br/produto/644889/memoria-8gb-kingston-ddr4-3200mhz-kvr32n22s8-8
2026-04-16,232159,"Memória RAM para Notebook Kingston, 8GB, 2666MHz, DDR4 - KVR26S19S8/8",0.0,489.0,464.55,5,5,1,True,Kingston,Hardware/Memória RAM/DDR 4,Sem Garantia,False,https://www.kabum.com.br/produto/232159/memoria-ram-para-notebook-kingston-8gb-2666mhz-ddr4-kvr26s19s8-8
2026-04-16,108318,"Memória RAM Rise Mode Diamond 16GB, 3200MHz, DDR4, CL19, Branco - RM-D4-16G-3200DW",1070.58,1070.58,909.99,15,5,104,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/108318/memoria-ram-rise-mode-diamond-16gb-3200mhz-ddr4-cl19-branco-rm-d4-16g-3200dw
2026-04-16,528845,"Memória RAM Para Notebook Adata XPG, 16GB, 4800MHz, DDR5, CL42 - AD5S480016G-S",2117.64,2117.64,1799.99,15,5,25,True,Adata,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/528845/memoria-ram-para-notebook-adata-xpg-16gb-4800mhz-ddr5-cl42-ad5s480016g-s
2026-04-16,997228,Memória Adata 8GB 5600mhz 1.1v Ddr5 Notebook Laptop Cl46,0.0,759.0,698.28,8,0,0,True,Adata,Hardware/Memória RAM/DDR 4/3200MHz,Sem Garantia,False,https://www.kabum.com.br/produto/997228/memoria-adata-8gb-5600mhz-1-1v-ddr5-notebook-laptop-cl46
2026-04-16,378307,"Memória Ram Para Notebook Kingston Fury Impact, 16GB, 3200Mhz, DDR4, CL20, Sodimm, Preto - Kf432s20ib/16",0.0,899.0,845.06,6,5,5,True,Kingston,Hardware/Memória RAM/DDR 4/3200MHz,Sem Garantia,False,https://www.kabum.com.br/produto/378307/memoria-ram-para-notebook-kingston-fury-impact-16gb-3200mhz-ddr4-cl20-sodimm-preto-kf432s20ib-16
2026-04-16,475277,"Memória RAM Rise Mode Z, 32GB, 3200MHz, DDR4, CL19, Preto - RM-D4-32G-3200Z",2705.87,2705.87,2299.99,15,5,24,True,Rise Mode,Hardware/Memória RAM/DDR 4/3200MHz,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/475277/memoria-ram-rise-mode-z-32gb-3200mhz-ddr4-cl19-preto-rm-d4-32g-3200z
2026-04-16,388084,"Memória RAM Kingston Fury Beast RGB, 32GB, 5200MHz, DDR5, CL40, para Intel XMP, Preto - KF552C40BBA-32",3388.22,3388.22,2879.99,15,5,3,True,Kingston,Hardware/Memória RAM/DDR 5,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/388084/memoria-ram-kingston-fury-beast-rgb-32gb-5200mhz-ddr5-cl40-para-intel-xmp-preto-kf552c40bba-32
2026-04-16,906025,Memória Ram Kingston 8GB Ddr3l 1600mhz Kvr16ls11/8 1.5v So-dimm – Notebook,0.0,209.9,199.41,5,4,2,True,Kingston,Hardware/Memória RAM/DDR 3/1600 Mhz PC12800,Sem Garantia,True,https://www.kabum.com.br/produto/906025/memoria-ram-kingston-8gb-ddr3l-1600mhz-kvr16ls11-8-1-35v-so-dimm-notebook
2026-04-16,955845,Memoria Desk 8GB Ddr4 2666 Brazilpc Bpc2666d4cl19i/8g,0.0,530.0,434.6,18,0,0,True,BRAZILPC,Hardware/Memória RAM/DDR 4/2666MHz,Sem Garantia,True,https://www.kabum.com.br/produto/955845/memoria-desk-8gb-ddr4-2666-brazilpc-bpc2666d4cl19i-8g
2026-04-16,355886,"Memória Kingston Fury Beast Black, 32GB, 3200MHz, DDR4 - KF432C16BB/32",0.0,2048.0,1884.16,8,5,1,True,Kingston,Hardware/Memória RAM/DDR 4/3200MHz,Sem Garantia,False,https://www.kabum.com.br/produto/355886/memoria-kingston-fury-beast-black-32gb-3200mhz-ddr4-kf432c16bb-32
2026-04-16,548922,"Memoria Kingston, 8GB, 1333Mhz, DDR3, Para Notebook - Kvr1333d3s9/8g",0.0,167.99,159.59,5,5,1,True,Kingston,Hardware/Memória RAM/DDR 3,Sem Garantia,False,https://www.kabum.com.br/produto/548922/memoria-kingston-8gb-1333mhz-ddr3-para-notebook-kvr1333d3s9-8g
